#Benchmark1, Benchmark2, dtlb, itlb, bra_miss, l1_hit, l2_hit, l3_hit, mem_hit, cycles, instructions, dtlb, itlb, bra_miss, l1_hit, l2_hit, l3_hit, mem_hit, cycles, instructions, cpi_smt, cpi_cmp, cpi_ratio
bzip2	leslie3d	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	5.15579e+08	391587	9.94572e+08	5.25014e+11	6.80391e+09	1.80843e+09	3.00811e+09	1.06965e+12	1.53442e+12	0.980115	0.803439	1.2199
leslie3d	bzip2	5.15579e+08	391587	9.94572e+08	5.25014e+11	6.80391e+09	1.80843e+09	3.00811e+09	1.06965e+12	1.53442e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.00019	0.765309	1.30691
bzip2	namd	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	5.99058e+06	118562	3.91623e+09	4.95106e+11	1.00184e+10	1.51996e+08	3.12843e+07	1.24627e+12	2.27798e+12	0.855067	0.594316	1.43874
namd	bzip2	5.99058e+06	118562	3.91623e+09	4.95106e+11	1.00184e+10	1.51996e+08	3.12843e+07	1.24627e+12	2.27798e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	0.77029	0.547635	1.40658
bzip2	gobmk	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	2.96978e+08	3.88407e+06	2.32304e+10	4.20931e+11	2.24691e+09	7.41168e+08	3.56863e+08	1.41703e+12	1.72481e+12	0.858725	0.59811	1.43573
gobmk	bzip2	2.96978e+08	3.88407e+06	2.32304e+10	4.20931e+11	2.24691e+09	7.41168e+08	3.56863e+08	1.41703e+12	1.72481e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.19371	0.833504	1.43216
bzip2	dealII	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	4.81885e+08	3.42991e+06	3.68306e+09	6.1468e+11	4.26099e+09	1.72674e+10	1.09738e+09	9.9678e+11	1.99334e+12	0.833587	0.613166	1.35948
bzip2	soplex	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.60399e+09	795572	4.93375e+09	1.65742e+11	5.51339e+09	5.75473e+09	4.73995e+09	7.70265e+11	7.22768e+11	0.961267	0.73679	1.30467
soplex	bzip2	1.60399e+09	795572	4.93375e+09	1.65742e+11	5.51339e+09	5.75473e+09	4.73995e+09	7.70265e+11	7.22768e+11	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.66616	1.23334	1.35093
bzip2	povray	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	2.21802e+08	1.55545e+06	2.13535e+09	2.91131e+11	1.08343e+10	2.11038e+08	152497	5.01723e+11	9.51051e+11	0.834218	0.593429	1.40576
